     1 9.261549E-14 2.621384E-05 3.992495E-02 0.000000E+00
     2 9.538144E-14 2.145322E-05 2.827253E-02 0.000000E+00
     3 1.288143E-13 1.910404E-05 3.477664E-02 0.000000E+00
     4 1.606886E-14 1.498510E-05 3.122311E-02 0.000000E+00
     5 2.926202E-14 1.401004E-05 5.114604E-02 0.000000E+00
     6 4.493574E-14 1.454207E-05 6.858556E-02 0.000000E+00
     7 3.264262E-14 1.266115E-05 5.291613E-02 0.000000E+00
     8 7.178304E-15 1.164275E-05 3.590796E-02 0.000000E+00
     9 3.468416E-15 1.021326E-05 2.090352E-02 0.000000E+00
    10 1.679328E-14 1.036694E-05 3.667760E-02 0.000000E+00
    11 2.548627E-14 1.010043E-05 2.131330E-02 0.000000E+00
    12 2.307155E-14 1.031506E-05 5.720721E-02 0.000000E+00
    13 1.358829E-14 9.740607E-06 4.488391E-02 0.000000E+00
    14 1.402733E-14 8.960391E-06 5.775735E-02 0.000000E+00
    15 1.760550E-14 1.041572E-05 2.676000E-02 0.000000E+00
    16 4.609920E-15 9.236189E-06 3.726041E-02 0.000000E+00
    17 2.678144E-14 9.127328E-06 4.398135E-02 0.000000E+00
    18 1.251264E-14 8.955802E-06 3.897064E-02 0.000000E+00
    19 1.051501E-14 9.018815E-06 4.037133E-02 0.000000E+00
    20 7.441728E-15 8.085848E-06 5.793031E-02 0.000000E+00
    21 5.619712E-15 7.999106E-06 5.670601E-02 0.000000E+00
    22 9.329600E-15 7.118819E-06 7.204297E-02 0.000000E+00
    23 4.214784E-15 7.939035E-06 6.741969E-02 0.000000E+00
    24 6.805120E-16 6.559407E-06 6.082766E-02 0.000000E+00
    25 6.168512E-15 6.649715E-06 4.688936E-02 0.000000E+00
    26 7.024640E-15 6.900459E-06 5.176364E-02 0.000000E+00
    27 5.707520E-16 6.122390E-06 4.808438E-02 0.000000E+00
    28 3.512320E-15 5.614524E-06 1.569545E-02 0.000000E+00
    29 3.270848E-15 6.158738E-06 3.125000E-02 0.000000E+00
    30 3.029376E-15 6.075672E-06 4.419417E-02 0.000000E+00
    31 4.500160E-15 6.311571E-06 3.940734E-02 0.000000E+00
    32 2.173248E-15 4.857604E-06 1.829906E-02 0.000000E+00
    33 2.261056E-15 5.551724E-06 4.304580E-02 0.000000E+00
    34 9.219840E-16 5.461400E-06 5.682380E-02 0.000000E+00
    35 3.424512E-15 6.667251E-06 4.871826E-02 0.000000E+00
    36 1.009792E-15 4.159852E-06 1.622934E-02 0.000000E+00
    37 7.024640E-16 4.160332E-06 4.531279E-02 0.000000E+00
    38 1.470784E-15 6.001286E-06 2.797546E-02 0.000000E+00
    39 4.763584E-15 6.001287E-06 5.164851E-02 0.000000E+00
    40 3.204992E-15 4.711142E-06 1.981849E-02 0.000000E+00
    41 2.326912E-15 3.408375E-06 2.083333E-02 0.000000E+00
    42 2.634240E-16 3.407742E-06 2.468688E-02 0.000000E+00
    43 4.170880E-16 4.131222E-06 7.240914E-02 0.000000E+00
    44 1.734208E-15 4.810974E-06 4.123523E-02 0.000000E+00
    45 1.756160E-15 4.137641E-06 3.018833E-02 0.000000E+00
    46 3.402560E-15 6.034410E-06 2.896667E-02 0.000000E+00
    47 1.009792E-15 3.407845E-06 5.000000E-02 0.000000E+00
