     1     -1      2 2.800000E-06 0.000000E+00 5.628000E-06 1.073014E-13 0.000000E+00
     2     -1     11 2.800000E-06 2.630316E-05 1.155529E-05 1.492736E-15 0.000000E+00
     3     -1     15 2.800000E-06 4.743918E-05 2.196557E-05 8.122240E-16 0.000000E+00
     4     -1     10 2.800000E-06 9.292322E-06 3.176815E-06 9.527168E-15 0.000000E+00
     5     -1     36 2.800000E-06 0.000000E+00 5.628000E-06 1.009792E-15 0.000000E+00
     6     -1      1 2.800000E-06 8.739617E-06 2.904588E-06 8.708358E-14 0.000000E+00
     7     -1      8 2.800000E-06 0.000000E+00 5.628000E-06 7.266112E-15 0.000000E+00
     8     -1     16 2.800000E-06 3.376424E-06 2.251576E-06 5.136768E-15 0.000000E+00
     9     -1     42 2.800000E-06 0.000000E+00 5.628000E-06 2.634240E-16 0.000000E+00
    10      1      2 3.640257E-05 4.336890E-05 3.929043E-05 3.918432E-14 0.000000E+00
    11      1     16 2.671098E-05 8.165928E-06 1.717818E-05 7.134400E-15 0.000000E+00
    12      8     18 1.589327E-05 3.437728E-05 2.476012E-05 4.544064E-15 0.000000E+00
    13     11     15 1.433848E-05 1.832335E-05 1.608717E-05 2.056902E-14 0.000000E+00
    14     15     25 2.208091E-05 1.284942E-05 1.720449E-05 6.870976E-15 0.000000E+00
    15     18     32 3.240740E-05 9.461953E-06 2.062222E-05 1.404928E-15 0.000000E+00
    16      8     45 2.521164E-05 9.179665E-06 1.693900E-05 1.097600E-15 0.000000E+00
    17     11     25 1.564254E-05 1.312141E-05 1.416732E-05 3.204992E-15 0.000000E+00
    18     31     45 1.674429E-05 7.412008E-06 1.189788E-05 9.658880E-16 0.000000E+00
    19     18     45 1.593622E-05 6.611758E-06 1.110572E-05 2.085440E-15 0.000000E+00
    20     19     32 2.794773E-05 1.201888E-05 1.968505E-05 1.975680E-16 0.000000E+00
    21      1     41 3.890284E-05 1.093905E-05 2.454899E-05 5.707520E-16 0.000000E+00
    22     17     28 1.818063E-05 8.184118E-06 1.298562E-05 2.985472E-15 0.000000E+00
    23     15     17 2.099460E-05 2.421099E-05 2.226544E-05 1.804454E-14 0.000000E+00
    24     17     30 1.421256E-05 1.017150E-05 1.201006E-05 7.683200E-16 0.000000E+00
    25      2     44 6.144325E-05 1.660908E-05 3.844368E-05 4.214784E-15 0.000000E+00
    26     18     19 1.651861E-05 1.719598E-05 1.660570E-05 4.280640E-15 0.000000E+00
    27     12     13 3.025242E-05 3.311883E-05 3.121270E-05 1.955923E-14 0.000000E+00
    28     13     35 1.340465E-05 9.119046E-06 1.109376E-05 9.680832E-15 0.000000E+00
    29     18     38 1.621059E-05 1.017944E-05 1.299807E-05 4.763584E-15 0.000000E+00
    30      1     35 6.120582E-05 2.577267E-05 4.284016E-05 4.961152E-15 0.000000E+00
    31     17     46 1.569738E-05 9.034786E-06 1.218152E-05 5.224576E-15 0.000000E+00
    32      2      6 6.964751E-05 3.198706E-05 5.005881E-05 2.304960E-15 0.000000E+00
    33     14     20 2.112641E-05 2.051077E-05 2.050786E-05 1.380781E-14 0.000000E+00
    34     12     19 2.463341E-05 1.277327E-05 1.842419E-05 5.948992E-15 0.000000E+00
    35     17     23 1.963380E-05 1.085478E-05 1.501677E-05 4.105024E-15 0.000000E+00
    36     17     26 1.830560E-05 2.255427E-05 2.012501E-05 1.514688E-15 0.000000E+00
    37     21     46 1.967522E-05 1.087782E-05 1.504851E-05 7.024640E-16 0.000000E+00
    38      6     20 2.124468E-05 1.755349E-05 1.910954E-05 6.366080E-16 0.000000E+00
    39      5     12 3.655468E-05 3.355741E-05 3.453282E-05 5.773376E-15 0.000000E+00
    40     22     26 1.187253E-05 4.417269E-06 8.023333E-06 2.414720E-15 0.000000E+00
    41      3      6 3.564162E-05 1.552696E-05 2.520244E-05 2.752781E-14 0.000000E+00
    42      5      7 1.807264E-05 1.915019E-05 1.833363E-05 4.118195E-14 0.000000E+00
    43      3     40 3.551237E-05 4.678597E-06 1.979555E-05 8.078336E-15 0.000000E+00
    44      3     33 4.437776E-05 1.036979E-05 2.696521E-05 5.224576E-15 0.000000E+00
    45      3      4 2.198147E-05 1.952432E-05 2.044315E-05 7.283674E-14 0.000000E+00
    46     24     27 1.505499E-05 6.584764E-06 1.065838E-05 3.512320E-16 0.000000E+00
    47      0      9 2.800000E-06 1.021931E-05 3.633392E-06 3.468416E-15 0.000000E+00
    48      0     37 2.800000E-06 3.750354E-06 1.877646E-06 5.707520E-16 0.000000E+00
    49      0      5 2.800000E-06 3.196708E-05 1.434498E-05 7.397824E-15 0.000000E+00
    50      0      4 2.800000E-06 0.000000E+00 5.628000E-06 1.578349E-14 0.000000E+00
    51      0     24 2.800000E-06 0.000000E+00 5.628000E-06 3.731840E-16 0.000000E+00
    52      4     24 2.806386E-05 5.358736E-06 1.646187E-05 8.780800E-16 0.000000E+00
    53      4     27 3.316497E-05 7.338041E-06 1.994925E-05 1.756160E-16 0.000000E+00
    54     31     41 1.546347E-05 5.932514E-06 1.053832E-05 1.053696E-15 0.000000E+00
    55     18     31 1.450928E-05 1.418106E-05 1.413106E-05 5.927040E-15 0.000000E+00
    56     11     46 4.317358E-05 1.427998E-05 2.829802E-05 9.878400E-16 0.000000E+00
    57     19     38 1.387076E-05 4.779188E-06 9.185796E-06 5.773376E-15 0.000000E+00
    58     21     23 1.859317E-05 1.132306E-05 1.473486E-05 2.678144E-15 0.000000E+00
    59     21     26 2.114959E-05 1.495392E-05 1.778233E-05 3.731840E-16 0.000000E+00
    60     28     29 1.312057E-05 1.169130E-05 1.222077E-05 2.634240E-16 0.000000E+00
    61     34     43 4.412720E-06 4.904462E-06 4.589060E-06 2.195200E-16 0.000000E+00
    62     22     43 1.662499E-05 1.821890E-06 9.085776E-06 2.809856E-15 0.000000E+00
    63     19     39 9.139717E-06 2.948224E-06 5.953762E-06 2.239104E-15 0.000000E+00
