pore_id,pore_volume_m3,pore_radius_m,pore_shape_factor,pore_clay_volume
490,1.497126e-14,1.186463e-05,0.03882964,0.0
491,1.753965e-14,1.266115e-05,0.03918379,0.0
492,4.980909e-14,1.247415e-05,0.02173384,0.0
493,5.384826e-14,1.197629e-05,0.02545322,0.0
494,5.384826e-14,1.241174e-05,0.05861837,0.0
495,2.917421e-14,1.2029e-05,0.02031823,0.0
496,1.620058e-14,1.197084e-05,0.03862178,0.0
497,6.607552e-15,1.142918e-05,0.0340395,0.0
498,1.343462e-14,1.157152e-05,0.01345957,0.0
499,2.660582e-14,1.181077e-05,0.02803404,0.0
500,1.953728e-14,1.095351e-05,0.03627498,0.0
501,1.881286e-14,1.168382e-05,0.04499336,0.0
502,1.999827e-14,1.096292e-05,0.04600898,0.0
503,3.253286e-14,1.136435e-05,0.02800399,0.0
504,2.241299e-14,1.177616e-05,0.0547256,0.0
505,7.325382e-14,1.136173e-05,0.05502978,0.0
506,3.670374e-14,1.189248e-05,0.04103789,0.0
507,2.820832e-14,1.191836e-05,0.03372522,0.0
508,3.907456e-14,1.276926e-05,0.03609128,0.0
509,5.04457e-14,1.184437e-05,0.0454291,0.0
510,5.641664e-14,1.413564e-05,0.02454895,0.0
511,4.530893e-14,1.068159e-05,0.03710722,0.0
512,3.235725e-14,1.161788e-05,0.02935708,0.0
513,5.523123e-14,1.159913e-05,0.03540778,0.0
514,2.790099e-14,1.203356e-05,0.06610101,0.0
515,2.30935e-14,1.202839e-05,0.04196151,0.0
516,2.423501e-14,1.152883e-05,0.03987382,0.0
517,2.019584e-14,1.179871e-05,0.03991411,0.0
518,7.136595e-14,1.301373e-05,0.03710719,0.0
519,3.819648e-14,1.221545e-05,0.05121453,0.0
520,4.627482e-14,1.17408e-05,0.03610048,0.0
521,3.764768e-14,1.173954e-05,0.03641036,0.0
522,9.98816e-15,1.069527e-05,0.05908166,0.0
523,4.583578e-14,1.203132e-05,0.02609868,0.0
524,6.778778e-14,1.188157e-05,0.04119918,0.0
525,3.358656e-14,1.174869e-05,0.04513968,0.0
526,3.973312e-14,1.203051e-05,0.03392656,0.0
527,2.094221e-14,1.061319e-05,0.04488378,0.0
528,2.219347e-14,1.305202e-05,0.06550417,0.0
529,3.035962e-14,1.124739e-05,0.04980123,0.0
530,1.066867e-14,1.156145e-05,0.02420206,0.0
531,3.244506e-14,1.172129e-05,0.03368561,0.0
532,3.040352e-14,1.177946e-05,0.03020794,0.0
533,6.759021e-14,1.234229e-05,0.028942,0.0
534,2.664973e-14,1.220132e-05,0.03409981,0.0
535,2.860346e-14,1.195926e-05,0.02925489,0.0
536,1.606886e-14,1.149632e-05,0.0307073,0.0
537,1.931776e-14,1.147172e-05,0.03923031,0.0
538,4.157709e-14,1.102657e-05,0.03280956,0.0
539,2.010803e-14,1.060531e-05,0.03274808,0.0
540,1.835187e-14,1.153549e-05,0.06028793,0.0
541,3.084256e-14,1.071947e-05,0.03294461,0.0
542,4.087462e-14,1.15102e-05,0.02578317,0.0
543,3.488173e-14,1.073673e-05,0.04493939,0.0
544,2.886688e-14,1.068769e-05,0.04522144,0.0
545,1.400538e-14,1.157023e-05,0.03679285,0.0
546,3.005229e-14,1.229029e-05,0.03110483,0.0
547,3.613299e-14,1.123542e-05,0.02745403,0.0
548,3.369632e-14,1.194966e-05,0.04147993,0.0
549,1.240288e-14,1.062362e-05,0.04260836,0.0
550,3.143526e-14,1.117425e-05,0.04685554,0.0
551,3.808672e-14,1.075924e-05,0.02872222,0.0
552,1.721037e-14,1.04911e-05,0.03385563,0.0
553,2.267642e-14,1.467631e-05,0.0404642,0.0
554,1.549811e-14,1.028637e-05,0.04573097,0.0
555,1.576154e-14,1.148051e-05,0.03034296,0.0
556,2.864736e-14,1.195069e-05,0.03343968,0.0
557,4.254298e-14,1.14061e-05,0.02512157,0.0
558,2.660582e-14,1.142793e-05,0.05387368,0.0
559,3.558419e-14,1.070504e-05,0.03750012,0.0
560,4.015021e-14,1.084563e-05,0.03099355,0.0
561,4.212589e-14,1.087783e-05,0.03806093,0.0
562,7.105862e-14,1.067797e-05,0.02193424,0.0
563,1.350048e-14,1.068014e-05,0.04323427,0.0
564,2.750586e-14,1.050285e-05,0.02002519,0.0
565,2.95913e-14,1.03041e-05,0.04065129,0.0
566,1.822016e-14,1.061553e-05,0.02697987,0.0
567,2.779123e-14,1.17665e-05,0.03790827,0.0
568,5.790938e-14,1.213526e-05,0.02636706,0.0
569,1.683718e-14,1.040065e-05,0.02675,0.0
570,1.389562e-14,1.16012e-05,0.02576246,0.0
571,2.476186e-14,1.145932e-05,0.03997448,0.0
572,1.782502e-14,1.154225e-05,0.02224428,0.0
573,3.17865e-14,1.078373e-05,0.0239559,0.0
574,2.337888e-14,1.124976e-05,0.01844287,0.0
575,1.791283e-14,1.028631e-05,0.04136653,0.0
576,3.839405e-14,1.005608e-05,0.03658136,0.0
577,3.738426e-14,1.06641e-05,0.04069697,0.0
578,2.19959e-14,1.118765e-05,0.04657305,0.0
579,1.361024e-14,1.039677e-05,0.03956952,0.0
580,2.256666e-14,1.02626e-05,0.03265072,0.0
581,2.647411e-14,1.160129e-05,0.03225282,0.0
582,2.388378e-14,1.14288e-05,0.03981771,0.0
583,1.894458e-14,1.073758e-05,0.02511629,0.0
584,2.138125e-14,1.10614e-05,0.0403483,0.0
585,2.289594e-14,1.060973e-05,0.04235394,0.0
586,2.394963e-14,1.00353e-05,0.03774293,0.0
587,3.29719e-14,1.194919e-05,0.04477423,0.0
588,1.066867e-14,1.405129e-05,0.02678681,0.0
589,1.692499e-14,1.120511e-05,0.03475209,0.0
590,2.95913e-14,1.206006e-05,0.0442013,0.0
591,2.208371e-14,9.872151e-06,0.04423167,0.0
592,2.58375e-14,1.083019e-05,0.04582003,0.0
593,2.219347e-14,1.022177e-05,0.05086177,0.0
594,1.949338e-14,1.043389e-05,0.04027057,0.0
595,3.009619e-14,1.024307e-05,0.0470871,0.0
596,1.714451e-14,1.054982e-05,0.03252854,0.0
597,3.887699e-14,1.049166e-05,0.01836707,0.0
598,1.775917e-14,1.062386e-05,0.03055389,0.0
599,4.278445e-14,1.076959e-05,0.02673614,0.0
600,1.984461e-14,1.099659e-05,0.03538689,0.0
601,2.4696e-14,9.547406e-06,0.03596744,0.0
602,1.444442e-14,1.005716e-05,0.03879668,0.0
603,2.47399e-14,1.028982e-05,0.03154162,0.0
604,1.064672e-14,9.794487e-06,0.04350558,0.0
605,1.549811e-14,1.001292e-05,0.04570521,0.0
606,1.725427e-14,1.017725e-05,0.02434763,0.0
607,1.732013e-14,9.863653e-06,0.05380534,0.0
608,1.716646e-14,9.5309e-06,0.02907231,0.0
609,5.031398e-14,9.744612e-06,0.03585728,0.0
610,1.372e-14,9.432413e-06,0.03880057,0.0
611,2.932787e-14,1.008138e-05,0.07076792,0.0
612,1.786893e-14,9.945094e-06,0.03855653,0.0
613,1.80665e-14,9.650354e-06,0.03114023,0.0
614,3.806477e-14,1.050048e-05,0.03507354,0.0
615,2.307155e-14,9.294833e-06,0.02974252,0.0
616,1.710061e-14,1.109078e-05,0.05077585,0.0
617,1.898848e-14,9.393922e-06,0.05746159,0.0
618,4.783341e-14,1.192126e-05,0.02895572,0.0
619,2.563994e-14,1.008599e-05,0.02551529,0.0
620,2.563994e-14,1.109585e-05,0.02135596,0.0
621,2.002022e-14,1.038896e-05,0.02812494,0.0
622,2.206176e-14,9.211718e-06,0.04479717,0.0
623,1.163456e-14,9.477113e-06,0.03222013,0.0
624,1.310534e-14,9.960843e-06,0.04470873,0.0
625,1.09321e-14,9.729988e-06,0.04973818,0.0
626,3.887699e-14,1.087792e-05,0.02417529,0.0
627,2.421306e-14,9.751039e-06,0.03132597,0.0
628,3.095232e-14,1.036658e-05,0.04461268,0.0
629,3.40695e-14,1.038443e-05,0.06012797,0.0
630,3.613299e-14,1.027003e-05,0.03656837,0.0
631,1.064672e-14,9.140015e-06,0.014014,0.0
632,2.989862e-14,1.010671e-05,0.04097882,0.0
633,3.61769e-14,1.067387e-05,0.0450643,0.0
634,6.827072e-15,9.699778e-06,0.04629535,0.0
635,1.260045e-14,9.543295e-06,0.04862892,0.0
636,1.857139e-14,9.611668e-06,0.04138505,0.0
637,3.106208e-14,9.63423e-06,0.04538304,0.0
638,2.702291e-14,1.031175e-05,0.03054247,0.0
639,1.81104e-14,1.005492e-05,0.0250201,0.0
640,1.400538e-14,9.750269e-06,0.03868169,0.0
641,1.573958e-14,9.643196e-06,0.0362019,0.0
642,1.822016e-14,9.031793e-06,0.02930213,0.0
643,1.029549e-14,1.009195e-05,0.03196447,0.0
644,5.81728e-15,8.889346e-06,0.04456431,0.0
645,2.441062e-14,1.001231e-05,0.02756049,0.0
646,2.484966e-14,9.249803e-06,0.03235784,0.0
647,2.787904e-14,9.300447e-06,0.07002997,0.0
648,4.748218e-14,1.092222e-05,0.02356351,0.0
649,1.314925e-14,9.16076e-06,0.03071609,0.0
650,2.331302e-14,9.629288e-06,0.0332065,0.0
651,2.052512e-14,9.051836e-06,0.05744794,0.0
652,1.786893e-14,9.275352e-06,0.06047488,0.0
653,1.255654e-14,9.687244e-06,0.0340606,0.0
654,1.350048e-14,9.627784e-06,0.03557771,0.0
655,1.830797e-14,9.98644e-06,0.03222883,0.0
656,2.787904e-14,9.957012e-06,0.05308027,0.0
657,6.739264e-15,9.069481e-06,0.07225144,0.0
658,3.07767e-14,9.138246e-06,0.04608343,0.0
659,1.429075e-14,9.972698e-06,0.03430186,0.0
660,1.828602e-14,9.957016e-06,0.02060811,0.0
661,2.401549e-14,1.025571e-05,0.01481767,0.0
662,1.688109e-14,9.972843e-06,0.03424064,0.0
663,1.690304e-14,9.186619e-06,0.04881149,0.0
664,2.129344e-14,1.000556e-05,0.02961984,0.0
665,1.306144e-14,1.004531e-05,0.03948137,0.0
666,2.401549e-14,9.741834e-06,0.04803969,0.0
667,1.407123e-14,9.141723e-06,0.05288374,0.0
668,2.57936e-14,1.097289e-05,0.04180698,0.0
669,3.775744e-14,9.490944e-06,0.02106199,0.0
670,2.201786e-14,1.053331e-05,0.03687716,0.0
671,2.489357e-14,1.009983e-05,0.04285886,0.0
672,2.239104e-14,1.010068e-05,0.02906141,0.0
673,4.192832e-15,1.004201e-05,0.02127485,0.0
674,5.005056e-15,8.762552e-06,0.01747151,0.0
675,9.066176e-15,9.73039e-06,0.05403566,0.0
676,1.374195e-14,9.326835e-06,0.0478753,0.0
677,3.701107e-14,1.026474e-05,0.02595299,0.0
678,1.931776e-14,1.022263e-05,0.04354864,0.0
679,3.758182e-14,1.033904e-05,0.02218687,0.0
680,6.5856e-15,8.789642e-06,0.05935581,0.0
681,3.971117e-14,1.310572e-05,0.02848824,0.0
682,1.793478e-14,8.822148e-06,0.03607647,0.0
683,1.172237e-14,9.646171e-06,0.03988357,0.0
684,9.98816e-15,8.724499e-06,0.02898827,0.0
685,2.342278e-14,9.09635e-06,0.02657113,0.0
686,3.655008e-14,8.734978e-06,0.025,0.0
687,1.510298e-14,1.157547e-05,0.04776066,0.0
688,3.244506e-14,9.605147e-06,0.03675014,0.0
689,1.396147e-14,8.82654e-06,0.04469966,0.0
690,1.661766e-14,1.010211e-05,0.04226393,0.0
691,9.724736e-15,8.538968e-06,0.04616368,0.0
692,7.595392e-15,8.581971e-06,0.05389483,0.0
693,6.497792e-15,8.572169e-06,0.03580715,0.0
694,2.291789e-14,8.877263e-06,0.02321633,0.0
695,1.380781e-14,9.286871e-06,0.05640243,0.0
696,1.029549e-14,8.617484e-06,0.03297885,0.0
697,1.229312e-14,9.179911e-06,0.03908965,0.0
698,5.905088e-15,8.816684e-06,0.03402197,0.0
699,3.363046e-14,9.151949e-06,0.03305124,0.0
700,9.241792e-15,8.552556e-06,0.06002848,0.0
701,2.85376e-14,8.884659e-06,0.02937874,0.0
702,1.26224e-14,8.617835e-06,0.03319405,0.0
703,8.56128e-15,9.175446e-06,0.0463445,0.0
704,2.214957e-14,8.707426e-06,0.03583414,0.0
705,7.46368e-15,8.619167e-06,0.0571593,0.0
706,1.04711e-14,8.832513e-06,0.05679868,0.0
707,1.955923e-14,8.535631e-06,0.0449223,0.0
708,1.071258e-14,8.693759e-06,0.03119637,0.0
709,6.322176e-15,8.438107e-06,0.05813873,0.0
710,2.03056e-14,8.88415e-06,0.05098934,0.0
711,3.56281e-14,1.182899e-05,0.02661007,0.0
712,1.791283e-14,1.236221e-05,0.04933805,0.0
713,1.598106e-14,9.45229e-06,0.06198687,0.0
714,2.067878e-14,9.091521e-06,0.03276324,0.0
715,1.150285e-14,9.039022e-06,0.05618107,0.0
716,1.859334e-14,9.687836e-06,0.02635791,0.0
717,5.663616e-15,8.350412e-06,0.03970184,0.0
718,1.633229e-14,8.938004e-06,0.036465,0.0
719,1.020768e-14,8.795335e-06,0.053812,0.0
720,2.500333e-14,9.079341e-06,0.02585874,0.0
721,1.907629e-14,8.96603e-06,0.05102675,0.0
722,1.648595e-14,8.617993e-06,0.02741914,0.0
723,1.240288e-14,8.874929e-06,0.07512145,0.0
724,2.094221e-14,8.795548e-06,0.05279577,0.0
725,2.074464e-14,8.528972e-06,0.0369435,0.0
726,1.464198e-14,9.015581e-06,0.03247675,0.0
727,6.563648e-15,8.872517e-06,0.06291275,0.0
728,8.758848e-15,8.452462e-06,0.05379827,0.0
729,1.492736e-14,8.457574e-06,0.03630853,0.0
730,9.636928e-15,9.033809e-06,0.05255117,0.0
731,1.049306e-14,8.091224e-06,0.02724837,0.0
732,1.189798e-14,9.075039e-06,0.02445843,0.0
733,1.099795e-14,7.891705e-06,0.05112768,0.0
734,1.033939e-14,9.013617e-06,0.02971534,0.0
735,8.319808e-15,8.728451e-06,0.06182122,0.0
736,1.786893e-14,8.657684e-06,0.05332705,0.0
737,8.714944e-15,7.872323e-06,0.04214999,0.0
738,9.702784e-15,8.624899e-06,0.0497237,0.0
739,1.242483e-14,8.477536e-06,0.04840385,0.0
740,3.613299e-14,1.196962e-05,0.03117147,0.0
741,8.297856e-15,8.625705e-06,0.04962904,0.0
742,1.48176e-14,8.807263e-06,0.03312912,0.0
743,1.055891e-14,8.526853e-06,0.0528633,0.0
744,1.466394e-14,9.268305e-06,0.05731072,0.0
745,1.64201e-14,8.192447e-06,0.03856276,0.0
746,3.071085e-14,9.129609e-06,0.0351856,0.0
747,1.503712e-14,8.246972e-06,0.02178291,0.0
748,1.59591e-14,9.018815e-06,0.03734318,0.0
749,1.086624e-14,8.738783e-06,0.05450846,0.0
750,1.288582e-14,9.127328e-06,0.02621853,0.0
751,8.627136e-15,8.393809e-06,0.04751213,0.0
752,6.5856e-15,8.615596e-06,0.0342383,0.0
753,2.160077e-14,9.272283e-06,0.03959053,0.0
754,1.549811e-14,8.187682e-06,0.0462064,0.0
755,2.432282e-14,9.25568e-06,0.0381142,0.0
756,8.978368e-15,7.872523e-06,0.02410703,0.0
757,8.649088e-15,8.823376e-06,0.05761058,0.0
758,5.883136e-15,9.230488e-06,0.04891096,0.0
759,1.652986e-14,8.673051e-06,0.07346759,0.0
760,6.234368e-15,8.538685e-06,0.0330768,0.0
761,1.323706e-14,8.814026e-06,0.03578403,0.0
762,3.426707e-14,9.205543e-06,0.02889688,0.0
763,1.556397e-14,9.216782e-06,0.02496252,0.0
764,7.595392e-15,8.426622e-06,0.02955794,0.0
765,1.53225e-14,8.810815e-06,0.03299474,0.0
766,3.150112e-14,8.779589e-06,0.04464047,0.0
767,1.70128e-14,8.800706e-06,0.03819071,0.0
768,9.746688e-15,8.841033e-06,0.06262606,0.0
769,8.166144e-15,8.997234e-06,0.03409284,0.0
770,1.571763e-14,8.830129e-06,0.0497609,0.0
771,1.712256e-14,8.847958e-06,0.04108058,0.0
772,6.344128e-15,9.03639e-06,0.03782338,0.0
773,1.292973e-14,8.322046e-06,0.03750067,0.0
774,1.165651e-14,8.516455e-06,0.05287687,0.0
775,8.736896e-15,8.984828e-06,0.0384328,0.0
776,5.290432e-15,7.960151e-06,0.06413114,0.0
777,1.437856e-14,8.815254e-06,0.04928771,0.0
778,7.419776e-15,8.2928e-06,0.03359923,0.0
779,5.290432e-15,7.266786e-06,0.01598647,0.0
780,1.005402e-14,8.443589e-06,0.03351663,0.0
781,8.188096e-15,8.290116e-06,0.04378927,0.0
782,1.09321e-14,7.500762e-06,0.06053953,0.0
783,1.286387e-14,8.710061e-06,0.04921763,0.0
784,2.434477e-14,8.931102e-06,0.04389564,0.0
785,3.909651e-14,9.264197e-06,0.04759539,0.0
786,9.197888e-15,8.161087e-06,0.02418196,0.0
787,1.036134e-14,8.809929e-06,0.04923951,0.0
788,2.41472e-14,8.452171e-06,0.0393446,0.0
789,8.956416e-15,7.828128e-06,0.04764553,0.0
790,7.002688e-15,8.516025e-06,0.04574702,0.0
791,5.883136e-15,7.752266e-06,0.06795829,0.0
792,9.307648e-15,7.813918e-06,0.04529364,0.0
793,1.464198e-14,9.445517e-06,0.02712268,0.0
794,7.112448e-15,7.445044e-06,0.03826919,0.0
795,1.108576e-14,8.444476e-06,0.0362063,0.0
796,4.06112e-15,7.712112e-06,0.06052479,0.0
797,8.956416e-15,8.801286e-06,0.02969409,0.0
798,5.970944e-15,8.573694e-06,0.04898955,0.0
799,6.519744e-15,7.44653e-06,0.05590363,0.0
800,4.895296e-15,7.348773e-06,0.050211,0.0
801,1.43127e-14,7.907526e-06,0.03995228,0.0
802,1.668352e-14,7.185444e-06,0.0295085,0.0
803,1.15248e-14,8.433444e-06,0.05139671,0.0
804,2.120563e-14,8.814381e-06,0.02856063,0.0
805,1.154675e-14,8.261399e-06,0.032891,0.0
806,3.336704e-15,8.508173e-06,0.03660604,0.0
807,2.403744e-14,8.573294e-06,0.03599955,0.0
808,1.025158e-14,8.811057e-06,0.0422287,0.0
809,1.881286e-14,8.844899e-06,0.05258812,0.0
810,1.354438e-14,8.521586e-06,0.02332387,0.0
811,6.958784e-15,7.141274e-06,0.06520058,0.0
812,9.724736e-15,8.814268e-06,0.03577538,0.0
813,8.34176e-15,8.316254e-06,0.06384158,0.0
814,1.479565e-14,8.435769e-06,0.03993388,0.0
815,1.466394e-14,9.006643e-06,0.02345229,0.0
816,4.456256e-15,8.274223e-06,0.06601861,0.0
817,4.851392e-15,8.370984e-06,0.03213321,0.0
818,6.739264e-15,8.767273e-06,0.03508257,0.0
819,9.197888e-15,7.789997e-06,0.04756657,0.0
820,1.319315e-14,8.291026e-06,0.0625,0.0
821,9.636928e-15,7.626917e-06,0.04150345,0.0
822,5.641664e-15,8.184888e-06,0.05407916,0.0
823,8.363712e-15,8.4474e-06,0.03985406,0.0
824,1.580544e-14,8.333288e-06,0.03567802,0.0
825,2.177638e-14,8.64896e-06,0.03529036,0.0
826,1.330291e-14,9.082081e-06,0.04429066,0.0
827,1.031744e-14,8.573952e-06,0.04188329,0.0
828,7.222208e-15,7.445331e-06,0.04669125,0.0
829,3.213773e-14,8.981523e-06,0.03201316,0.0
830,7.46368e-15,7.653104e-06,0.05038244,0.0
831,1.576154e-14,8.809351e-06,0.03871691,0.0
832,1.271021e-14,8.411672e-06,0.0419121,0.0
833,6.91488e-15,8.042342e-06,0.04957216,0.0
834,1.183213e-14,8.484623e-06,0.04874863,0.0
835,1.227117e-14,7.753205e-06,0.05553845,0.0
836,1.435661e-14,9.26286e-06,0.04711588,0.0
837,9.00032e-15,8.291351e-06,0.04261557,0.0
838,2.537651e-14,8.924783e-06,0.03301746,0.0
839,4.807488e-15,8.290554e-06,0.023888,0.0
840,6.980736e-15,8.814623e-06,0.03763187,0.0
841,5.773376e-15,7.645174e-06,0.04314866,0.0
842,6.14656e-15,7.972318e-06,0.04655653,0.0
843,1.139309e-14,8.522304e-06,0.02981781,0.0
844,9.834496e-15,8.801311e-06,0.03336768,0.0
845,2.897664e-15,8.264052e-06,0.066761,0.0
846,4.434304e-15,7.262838e-06,0.037832,0.0
847,8.495424e-15,8.336469e-06,0.04194003,0.0
848,5.290432e-15,8.272142e-06,0.0685115,0.0
849,1.064672e-14,7.785383e-06,0.04346325,0.0
850,6.47584e-15,8.27431e-06,0.05366641,0.0
851,5.619712e-15,7.652052e-06,0.0355761,0.0
852,9.285696e-15,8.517144e-06,0.02329716,0.0
853,9.417408e-15,8.563842e-06,0.04659207,0.0
854,1.154675e-14,8.801286e-06,0.04450615,0.0
855,1.36761e-14,9.759708e-06,0.03168827,0.0
856,7.112448e-15,7.257428e-06,0.04166331,0.0
857,9.505216e-15,8.523003e-06,0.06824905,0.0
858,1.143699e-14,8.55616e-06,0.04838258,0.0
859,1.053696e-14,8.479778e-06,0.03076909,0.0
860,1.071258e-14,7.953314e-06,0.04261003,0.0
861,8.188096e-15,8.158615e-06,0.04031712,0.0
862,6.958784e-15,8.656266e-06,0.05636409,0.0
863,1.514688e-14,8.841927e-06,0.03269315,0.0
864,1.786893e-14,8.337129e-06,0.04336946,0.0
865,7.6832e-15,7.34249e-06,0.05461308,0.0
866,1.040525e-14,8.815028e-06,0.03698366,0.0
867,2.263251e-14,9.215554e-06,0.03569499,0.0
868,4.368448e-15,7.720138e-06,0.05713392,0.0
869,1.091014e-14,7.779983e-06,0.07778282,0.0
870,1.058086e-14,8.809519e-06,0.02673619,0.0
871,1.677133e-14,8.812849e-06,0.03996462,0.0
872,8.429568e-15,8.842949e-06,0.02625511,0.0
873,1.016378e-14,8.445101e-06,0.060334,0.0
874,3.775744e-15,7.840683e-06,0.04049913,0.0
875,2.590336e-15,8.654715e-06,0.04935172,0.0
876,9.241792e-15,8.274314e-06,0.04682632,0.0
877,8.12224e-15,7.175716e-06,0.03196014,0.0
878,1.20736e-14,8.447294e-06,0.02756058,0.0
879,5.400192e-15,7.349869e-06,0.04253043,0.0
880,3.995264e-15,7.912058e-06,0.02942756,0.0
881,1.31712e-15,8.226731e-06,0.03398353,0.0
882,2.787904e-15,8.1914e-06,0.04136353,0.0
883,8.473472e-15,7.785e-06,0.05469685,0.0
884,1.659571e-14,9.286683e-06,0.04230796,0.0
885,4.785536e-15,7.843603e-06,0.0541641,0.0
886,3.18304e-15,6.769871e-06,0.04064111,0.0
887,9.066176e-15,7.872509e-06,0.03567217,0.0
888,2.546432e-15,7.050271e-06,0.0625878,0.0
889,6.783168e-15,6.900899e-06,0.03955405,0.0
890,9.21984e-15,7.81514e-06,0.07559662,0.0
891,5.400192e-15,7.833368e-06,0.05318281,0.0
892,4.763584e-15,6.918395e-06,0.04657689,0.0
893,5.180672e-15,7.055471e-06,0.05001256,0.0
894,7.814912e-15,7.887869e-06,0.04816743,0.0
895,1.126138e-14,7.016566e-06,0.03199399,0.0
896,5.246528e-15,6.885481e-06,0.03805595,0.0
897,2.875712e-15,6.785834e-06,0.04303263,0.0
898,5.663616e-15,7.048894e-06,0.04322195,0.0
899,5.005056e-15,7.802861e-06,0.06078969,0.0
900,7.595392e-15,7.091901e-06,0.04910524,0.0
901,6.497792e-15,8.343888e-06,0.01041667,0.0
902,6.212416e-15,6.966498e-06,0.079,0.0
903,8.605184e-15,7.174336e-06,0.04788754,0.0
904,8.232e-15,7.813364e-06,0.03852851,0.0
905,6.870976e-15,7.843386e-06,0.03690504,0.0
906,3.114989e-14,8.801324e-06,0.04008655,0.0
907,5.37824e-15,7.872899e-06,0.06257762,0.0
908,6.102656e-15,7.894796e-06,0.0395063,0.0
909,5.444096e-15,6.893582e-06,0.03873221,0.0
910,1.543226e-14,7.799532e-06,0.04395503,0.0
911,5.04896e-15,7.020897e-06,0.0500066,0.0
912,6.80512e-15,7.81765e-06,0.01999367,0.0
913,7.705152e-15,7.118819e-06,0.07204297,0.0
914,3.929408e-15,6.700312e-06,0.08483,0.0
915,7.661248e-15,6.782616e-06,0.04581664,0.0
916,4.105024e-15,6.481347e-06,0.06007698,0.0
917,7.397824e-15,7.79908e-06,0.01907718,0.0
918,9.285696e-15,7.054999e-06,0.02687478,0.0
919,3.73184e-15,7.822989e-06,0.0400829,0.0
920,7.617344e-15,6.994873e-06,0.04520041,0.0
921,8.078336e-15,6.899572e-06,0.02229932,0.0
922,2.85376e-15,6.904983e-06,0.05882444,0.0
923,2.941568e-15,6.792756e-06,0.08312423,0.0
924,1.04711e-14,7.905513e-06,0.06212271,0.0
925,7.046592e-15,7.902346e-06,0.04993139,0.0
926,8.627136e-15,8.447767e-06,0.05504555,0.0
927,4.126976e-15,7.833141e-06,0.04593991,0.0
928,1.066867e-14,7.020193e-06,0.04337425,0.0
929,1.126138e-14,7.813671e-06,0.05723438,0.0
930,5.751424e-15,7.810078e-06,0.0304086,0.0
931,4.82944e-15,6.85258e-06,0.03597448,0.0
932,1.170042e-14,7.833937e-06,0.02447357,0.0
933,4.522112e-15,6.875972e-06,0.03966765,0.0
934,8.210048e-15,7.818575e-06,0.03908074,0.0
935,4.895296e-15,7.242389e-06,0.03125,0.0
936,1.683718e-14,7.057277e-06,0.07263027,0.0
937,5.663616e-15,7.869591e-06,0.0432388,0.0
938,4.851392e-15,6.769906e-06,0.04791309,0.0
939,7.485632e-15,7.781018e-06,0.02822468,0.0
940,5.553856e-15,7.781e-06,0.05154678,0.0
941,6.409984e-15,7.016058e-06,0.01599459,0.0
942,1.181018e-14,7.7989e-06,0.02033887,0.0
943,8.253952e-15,7.798325e-06,0.04530773,0.0
944,3.248896e-15,7.81336e-06,0.03487754,0.0
945,1.843968e-15,6.98559e-06,0.05834504,0.0
946,5.15872e-15,6.844945e-06,0.02551552,0.0
947,3.446464e-15,6.840943e-06,0.06651635,0.0
948,6.541696e-15,7.214503e-06,0.03438628,0.0
949,5.37824e-15,7.056294e-06,0.04864473,0.0
950,1.944947e-14,8.334294e-06,0.02659797,0.0
951,6.322176e-15,6.841952e-06,0.0354034,0.0
952,4.675776e-15,7.04499e-06,0.04396341,0.0
953,6.870976e-15,7.830971e-06,0.05011531,0.0
954,4.434304e-15,9.31641e-06,0.05578942,0.0
955,8.56128e-15,7.816477e-06,0.03854597,0.0
956,1.200774e-14,7.879578e-06,0.03132825,0.0
957,3.446464e-15,7.799847e-06,0.06767963,0.0
958,5.356288e-15,7.81797e-06,0.04492995,0.0
959,3.490368e-15,7.060789e-06,0.05012254,0.0
960,4.17088e-15,7.799938e-06,0.06749986,0.0
961,1.279802e-14,7.943848e-06,0.03108923,0.0
962,5.027008e-15,7.81638e-06,0.03983431,0.0
963,9.8784e-15,7.905295e-06,0.04531228,0.0
964,6.058752e-15,8.334033e-06,0.04625173,0.0
965,4.148928e-15,6.786896e-06,0.03786542,0.0
966,1.554202e-14,7.818072e-06,0.06883937,0.0
967,2.744e-15,7.063551e-06,0.04564285,0.0
968,5.685568e-15,8.708266e-06,0.04298878,0.0
969,7.727104e-15,6.908981e-06,0.04509303,0.0
970,5.114816e-15,6.9697e-06,0.06848341,0.0
971,1.106381e-14,6.914328e-06,0.03594483,0.0
972,9.197888e-15,7.887357e-06,0.05395241,0.0
973,4.9392e-15,7.813431e-06,0.04508185,0.0
974,6.91488e-15,7.01622e-06,0.03867264,0.0
975,7.90272e-15,7.019278e-06,0.05670865,0.0
976,4.3904e-15,7.089951e-06,0.05174806,0.0
977,1.062477e-14,6.690072e-06,0.04656272,0.0
978,3.885504e-15,7.813951e-06,0.04107319,0.0
979,9.65888e-15,8.320886e-06,0.04066166,0.0
980,8.297856e-15,6.843948e-06,0.03919064,0.0
981,1.734208e-15,6.786892e-06,0.06787915,0.0
982,5.729472e-15,7.831746e-06,0.03042144,0.0
983,3.62208e-15,6.769883e-06,0.0735,0.0
984,4.236736e-15,8.335653e-06,0.05446062,0.0
985,8.7808e-15,6.853768e-06,0.03174353,0.0
986,7.178304e-15,7.797267e-06,0.04104477,0.0
987,8.188096e-15,8.73515e-06,0.02931443,0.0
988,2.765952e-15,6.482234e-06,0.0402226,0.0
