  3849
     1     -1    215 7.735038E-06 1.907870E-02 3.838501E-05
     2     -1    200 2.078000E-05 1.547124E-02 8.428000E-06
     3     -1    188 1.355511E-05 2.525471E-02 8.797221E-05
     4     -1     16 1.117887E-05 1.778981E-02 9.227701E-05
     5     -1    279 1.741310E-05 2.014349E-02 8.428000E-06
     6     -1    583 1.013705E-05 2.730646E-02 8.752145E-06
     7     -1    143 1.019342E-05 3.346793E-02 7.230844E-05
     8     -1    124 8.763668E-06 3.549332E-02 8.312322E-05
     9     -1    178 1.246132E-05 4.460966E-02 1.297963E-04
    10     -1     58 3.010927E-05 2.823706E-02 2.305428E-05
    11     -1    443 1.261324E-05 2.113811E-02 8.428000E-06
    12     -1   1050 6.803355E-06 4.406812E-02 8.428000E-06
    13     -1    674 8.762552E-06 1.502095E-02 8.428000E-06
    14     -1    880 7.912058E-06 2.893036E-02 8.428000E-06
    15     -1    276 9.425909E-06 5.781951E-02 4.657801E-05
    16     -1   1184 1.367362E-06 6.250000E-02 1.690605E-05
    17     -1    459 1.239871E-05 1.067983E-02 2.016571E-05
    18     -1    348 1.400281E-05 2.583682E-02 2.432979E-05
    19     -1    451 7.619757E-06 2.227165E-02 5.131974E-05
    20     -1    100 2.558365E-05 1.876914E-02 8.428000E-06
    21     -1    268 1.378057E-06 1.562500E-02 6.665014E-05
    22     -1    350 1.374831E-06 1.562500E-02 6.106203E-05
    23     -1    267 7.969735E-06 1.242579E-02 5.663688E-05
    24     -1    448 1.317365E-05 2.104168E-02 8.428000E-06
    25     -1   1255 8.348787E-06 2.096838E-02 8.428000E-06
    26     -1    362 9.817107E-06 2.768649E-02 5.632527E-05
    27     -1    393 5.718667E-06 2.482929E-02 3.599799E-05
    28     -1    332 1.481956E-05 1.384026E-02 6.239364E-05
    29     -1   1686 5.461400E-06 4.135272E-02 8.428000E-06
    30     -1    354 1.508768E-05 1.096506E-02 1.827913E-05
    31     -1   1655 4.499407E-06 1.844448E-02 8.428000E-06
    32     -1    260 1.939722E-05 3.340538E-02 8.428000E-06
    33     -1    247 7.735057E-06 2.847582E-02 8.594258E-05
    34     -1    530 1.078977E-05 1.527714E-02 8.428000E-06
    35     -1   1607 2.524411E-06 1.195350E-02 1.187948E-05
    36     -1     36 3.260971E-05 1.872404E-02 8.428000E-06
    37     -1    202 2.155857E-05 2.096257E-02 8.428000E-06
    38     -1    315 1.637448E-05 1.879090E-02 8.428000E-06
    39     -1   1486 4.751291E-06 2.666143E-02 8.428000E-06
    40     -1    495 1.069435E-05 1.435817E-02 1.057764E-05
    41     -1    273 1.513479E-05 1.694727E-02 3.601195E-05
    42     -1   1380 4.160099E-06 3.679087E-02 8.428000E-06
    43     -1    797 7.736550E-06 2.848681E-02 1.464472E-05
    44     -1    229 2.029927E-05 2.907008E-02 8.428000E-06
    45     -1    552 1.388003E-06 3.549840E-02 4.272706E-05
    46     -1    496 1.151466E-05 3.795701E-02 3.085170E-05
    47     -1   1529 3.918957E-06 4.081160E-02 1.800458E-05
    48     -1   1534 4.653146E-06 4.315164E-02 8.428000E-06
    49     -1   1536 5.461401E-06 4.135274E-02 8.428000E-06
    50     -1    458 1.254343E-05 1.334347E-02 8.428000E-06
    51     -1    598 8.731478E-06 2.060238E-02 1.609574E-05
    52     -1   1969 4.131818E-06 3.402407E-02 8.428000E-06
    53     -1     14 2.090962E-05 2.620623E-02 4.965725E-05
    54     -1    412 5.504927E-06 1.006598E-02 5.460092E-05
    55     -1   1929 3.821198E-06 3.325791E-02 8.428000E-06
    56     -1    574 1.066455E-05 1.363412E-02 8.428000E-06
    57     -1     44 1.571776E-05 2.688671E-02 1.204297E-04
    58     -1     21 1.620869E-05 2.193089E-02 9.146597E-05
    59     -1     34 1.771778E-05 1.682385E-02 1.625500E-04
    60     -1     87 1.078981E-05 2.395078E-02 1.042473E-04
